from,to,length,oneway,name
252598805,1019216901,269.6636977887985,False,улица Радищева
252598805,18476907,354.7129703976285,True,Артиллерийская улица
252598806,115620503,232.57743347593475,False,Огородная улица
252598806,252598816,248.43154177125325,False,Огородная улица
252598806,252598810,523.776332798092,False,улица Красной Звезды
252598806,252598807,227.61306087236525,False,улица Красной Звезды
252598807,252598819,55.37417883746899,False,Гусарская улица
252598807,252598806,227.61306087236528,False,улица Красной Звезды
252598807,1117567386,77.40415944840494,False,Гусарская улица
252598810,252598811,260.1034425736973,False,улица Красной Звезды
252598810,252598806,523.7763327980921,False,улица Красной Звезды
252598810,252598801,130.45496786246198,False,Кадетский бульвар
252598810,115620495,279.15297199187137,False,Кадетский бульвар
252598811,252598812,306.03614896222194,False,улица Красной Звезды
252598811,252598810,260.1034425736973,False,улица Красной Звезды
252598811,115620488,278.91129872288553,False,улица Радищева
252598811,252598802,131.9289427689236,False,улица Радищева
252598812,252598811,306.0361489622219,False,улица Красной Звезды
252598812,194404931,281.7646527364505,False,Павловское шоссе
252598812,252598803,137.3118176120165,False,Павловское шоссе
252598814,252598816,226.8998104762108,False,Софийская площадь
252598814,1117567386,160.15087501424952,False,Гусарская улица
252598814,1117567380,54.83250763272055,False,Гусарская улица
252598816,252598814,226.8998104762108,False,Софийская площадь
252598816,252598806,248.4315417712532,False,Огородная улица
252598816,27024470,365.95145378167365,False,Огородная улица
252598817,1120317161,472.5202948598216,False,Красносельское шоссе
252598817,115620515,227.15938449944625,False,Красносельское шоссе
252598817,252598818,268.4023321752571,False,Фуражный переулок
252598818,1117567388,392.4225542466463,False,Госпитальный переулок
252598818,115620512,184.08222804248584,False,Госпитальный переулок
252598818,252598817,268.4023321752571,False,Фуражный переулок
252598818,252598819,370.7509384906363,False,Колокольный переулок
252598819,252598807,55.37417883746899,False,Гусарская улица
252598819,252598818,370.7509384906363,False,Колокольный переулок
252598819,115620509,217.49729223286047,False,Гусарская улица
252598823,1921563563,261.54515691611675,False,Сапёрная улица
252598823,16820215,240.61541041951432,False,Сапёрная улица
252598823,1120316385,142.66690136741022,False,Госпитальный переулок
252601540,131710110,53.662772879692156,True,Ленинградское шоссе
252601540,246058,56.93830129079423,False,Волхонское шоссе
252601540,115620515,2597.9881443663207,False,"['Парковая улица', 'дорога на Александровку']"
252804344,365743595,47.33782057808418,False,Бумажная улица
252804344,365743597,43.27360923075904,False,набережная Бумажного канала
252804344,11378609536,334.1723662120136,False,Бумажная улица
252913800,1383402010,73.41214765441366,False,Слуцкая улица
252913800,252913809,621.2026845882016,True,Слуцкая улица
252913805,252913809,411.77044282093124,False,Берёзовая улица
252913805,1207929254,315.1525651600178,False,Гуммолосаровская улица
252913805,1207929883,49.54013749443273,True,Гуммолосаровская улица
252913809,252913811,65.73105215695823,False,Берёзовая улица
252913809,252913805,411.77044282093124,False,Берёзовая улица
252913811,22343218,66.77947839367752,False,Берёзовая улица
252913811,252913809,65.73105215695823,False,Берёзовая улица
252913811,1207929235,248.9946391583901,False,1-я Советская улица
252913813,1207929235,196.43864706838772,True,1-я Советская улица
252913813,252913828,124.29137000859214,False,переулок Мичурина
252913813,252913829,145.03145176019243,False,переулок Мичурина
252913825,252913829,49.23077067705318,False,улица Мичурина
252913825,252913835,37.86608218470491,False,улица Правды
252913825,22343411,177.63603215287424,False,улица Мичурина
252913828,7343512675,105.34426012114675,False,переулок Мичурина
252913828,252913813,124.29137000859214,False,переулок Мичурина
252913829,1506211939,131.84083588064078,False,улица Мичурина
252913829,252913825,49.23077067705318,False,улица Мичурина
252913829,252913813,145.03145176019243,False,переулок Мичурина
252913835,252913825,37.86608218470491,False,улица Правды
252913835,252913841,129.0012322761783,False,улица Правды
252913835,252913860,172.42623278638206,False,улица Васенко
252913841,252913835,129.0012322761783,False,улица Правды
252913841,7070231560,532.7286197275723,False,"['улица Правды', 'Екатерининская улица', 'Водопроводный мост']"
252913841,3404171823,231.5495987058114,False,Конюшенная улица
252913843,2262363639,121.89685421724332,False,Садовая улица
252913843,270596087,148.0376415313478,False,Садовая улица
252913848,252913859,118.92071979803472,False,улица Первого Мая
252913848,252913869,66.58930941032135,True,Конюшенная улица
252913848,252913854,119.0951473407779,False,улица Первого Мая
252913854,2329883083,17.033998740424522,True,Госпитальная улица
252913854,252913848,119.0951473407779,False,улица Первого Мая
252913857,252913859,110.53519857050031,False,улица Первого Мая
252913857,2953665231,188.17920823679177,False,"['Лебединая улица', 'Берёзовая улица']"
252913857,252913867,66.30436638539476,False,Лебединая улица
252913859,252913848,118.92071979803472,False,улица Первого Мая
252913859,252913857,110.5351985705003,False,улица Первого Мая
252913859,1832663982,67.17110981364543,False,улица Васенко
252913859,2953665188,42.33043368415299,False,улица Васенко
252913860,252913863,227.4406480433778,False,улица Васенко
252913860,3404171823,119.20537351456072,False,Гуммолосаровская улица
252913860,22343411,68.84387305573293,False,Гуммолосаровская улица
252913860,252913835,172.42623278638206,False,улица Васенко
252913861,252913862,118.30821980958996,True,Медвежий переулок
252913861,252913870,156.39583187743247,True,Госпитальная улица
252913862,252913863,119.44712972768458,True,Медвежий переулок
252913862,22343584,199.73689318815238,True,Конюшенная улица
252913863,252913864,112.74788273910639,True,Медвежий переулок
252913863,252913860,227.44064804337782,False,улица Васенко
252913863,1832663982,154.76335434353393,False,улица Васенко
252913864,252913866,138.52591698572542,True,Медвежий переулок
252913864,252913867,153.45471491999146,False,Лебединая улица
252913864,1506946615,150.00746212123406,False,Лебединая улица
252913866,22343411,262.08545350966125,False,улица Мичурина
252913866,241582649,65.33359072635173,False,улица Мичурина
252913867,252913857,66.30436638539477,False,Лебединая улица
252913867,252913864,153.4547149199915,False,Лебединая улица
252913867,1832663982,111.57498847157973,False,Песчаный переулок
252913869,252913862,154.99671133287274,True,Конюшенная улица
252913869,252913870,118.8279135172483,False,Песчаный переулок
252913869,1832663982,119.01094735871067,False,Песчаный переулок
252913870,252913871,129.40680628028133,False,Песчаный переулок
252913870,252913869,118.8279135172483,False,Песчаный переулок
252913870,252913854,66.74725803172375,True,Госпитальная улица
252913871,252913870,129.40680628028133,False,Песчаный переулок
253114030,1806277226,202.12150334860456,True,проспект Обуховской Обороны
253114030,1657394725,451.0551577222426,True,улица Грибакиных
253114030,1422063006,12.534842804624088,False,улица Грибакиных
253283737,360431592,250.89322596849377,True,Пулковское шоссе
253283737,2318714009,590.1843896608141,True,
253283799,1166093824,117.27590904389498,False,
253283799,3679968420,649.4075167044093,False,
253283799,1297245337,357.3987084258883,False,
253396871,3413232613,311.28875062520854,True,Софийская улица
253396875,1923404912,193.10222357764366,True,
253396875,569985321,328.64174534860155,True,Софийская улица
253397068,253397099,111.58521191403766,True,Софийская улица
253397068,3413232613,21.310324987979556,True,
253397099,1834089120,1825.0186450028873,True,
253397099,253507601,248.83488048481917,True,Софийская улица
253507126,253507239,38.56106495424238,True,
253507126,1923404733,1196.8905378709014,True,3-й Бадаевский проезд
253507239,1505621785,467.7614693544829,True,3-й Бадаевский проезд
253507588,253507593,141.58979010345547,True,
253507593,253396871,472.00421666685685,True,
253507593,253507601,757.2936048769113,True,
253507601,258997362,380.1304069389167,True,Софийская улица
253734226,928552382,613.4137224114639,False,7-й Предпортовый проезд
253734229,245572996,213.17360676292986,False,6-й Предпортовый проезд
253734229,2955176620,211.93516442857523,False,5-й Предпортовый проезд
253734229,13172863569,237.06879890896548,False,5-й Предпортовый проезд
253734231,13172863569,197.16793664755207,False,5-й Предпортовый проезд
253818182,187587636,675.2414248646274,True,
253818182,339921441,474.3837110206424,True,Софийская улица
253818460,253507588,853.23573670397,True,
253818460,15502597,384.4163551064951,True,КАД
254318234,697400238,209.1407853516966,True,Рабфаковская улица
254319488,279093321,1229.9112027263843,True,КАД
254319488,279093314,159.744536331,True,
254980945,353821,139.772067383209,True,Университетская набережная
254980947,1938742454,33.30380715544908,True,Университетская набережная
254980947,223647,35.261564488028625,True,Университетская набережная
254980954,3660091452,160.39919536013232,True,Университетская набережная
254980958,2598616007,11.2485096189908,True,Университетская набережная
254980958,1302640502,52.906440883028985,True,Биржевая площадь
254980984,223633,22.210794074629256,True,набережная Макарова
254994630,3382178334,71.33704704013897,True,набережная Лейтенанта Шмидта
254994630,307087,112.74404993526349,False,набережная Лейтенанта Шмидта
254994639,2024822624,68.5585756319022,True,площадь Трезини
254994639,254994640,98.24180222783582,True,площадь Трезини
254994640,1998391919,56.973101781018386,True,набережная Лейтенанта Шмидта
254994648,1839007622,158.63487396591967,True,
254994648,3723904190,24.65879603648316,False,22-23-я линии В.О.
254994648,10209868770,511.8567660031139,True,23-я линии В.О.
255048951,1168490793,459.01297576860185,False,6-7-я линии В.О.
255114209,26058765,268.94841068458453,True,Бухарестская улица
255195081,1835431511,53.918978517718,True,
255195081,1732317504,70.99537675728732,True,Волковский проспект
255195307,255195313,707.9854508058008,False,Прогонная улица
255195307,255114209,43.673927001039665,True,
255195313,255195307,707.9854508058007,False,Прогонная улица
255195361,332363,658.1718785314482,False,улица Кованько
255352804,5331690106,12.395931573249717,True,Авиационная улица
255352804,353572,169.63824926623832,True,улица Ленсовета
255355824,5333107243,237.88957741496282,True,улица Ленсовета
255355828,1712570780,93.9685832261323,True,улица Ленсовета
255355828,5333107257,12.434409306836734,False,
255468799,300722949,76.20411779027546,False,
255468799,255468800,23.68998525354217,False,
255468799,363839562,465.79916096467207,False,
255468800,300722962,189.6579661931251,True,Софийская улица
255468800,255468799,23.68998525354217,False,
255470466,332331,697.9861064586619,False,Волковский проспект
255470466,5868244264,386.55164564974484,False,Волковский проспект
255470466,332351,714.2653055586312,False,Стрельбищенская улица
255473496,251006357,99.16502961947945,False,улица Решетникова
255473496,251006360,105.02714133605411,False,Герцогский переулок
255473496,2324912457,78.10596418691603,False,улица Решетникова
258676215,10588675,12.806245976785682,False,улица Котина
258676215,10588606,627.1034669226492,False,улица Котина
258676215,258676216,379.0370181951983,True,Ленинский проспект
258676216,258676218,21.759862024024823,True,Ленинский проспект
258676216,10588633,470.9154925080064,True,улица Десантников
258676218,10588820,12.694213472090972,True,улица Десантников
258676218,258676220,162.8189810419168,True,Ленинский проспект
258676220,10588934,12.654154558864967,False,Брестский бульвар
258676220,13333827828,128.11749035305417,True,Ленинский проспект
258676220,943980788,466.98673692495163,False,Брестский бульвар
258676233,4727145034,13.941898449391916,True,улица Маршала Захарова
258676233,237801,448.36371695673034,True,улица Доблести
258759062,6300646,19.356292914685962,True,Корабельная улица
258759062,21993402,361.42107031816016,True,Кронштадтская улица
258759063,258759062,24.594863185128382,True,Кронштадтская улица
258759063,251728405,114.49696281203886,True,Корабельная улица
258759072,10586536,35.67565274074016,True,Портовая улица
258759072,2496692045,518.8953313562185,True,Кронштадтская улица
258771362,237803,19.27242456619203,False,Брестский бульвар
258771362,10588934,442.811275065758,False,Брестский бульвар
258771362,4727150186,669.4179462843922,True,улица Маршала Захарова
258771363,21993893,18.524002498675756,True,улица Десантников
258771363,258771362,162.03722312879614,True,улица Маршала Захарова
258771364,10588676,445.0563439030344,True,улица Десантников
258771364,258771363,20.83189938185956,True,улица Маршала Захарова
258771367,21628696,16.5264769160216,False,улица Рихарда Зорге
258771367,1685569548,390.3309416180294,True,улица Доблести
258997362,339921466,700.4782851348558,True,
258997362,26237778,659.595270160558,True,Софийская улица
259410122,1399134163,47.53188453987283,False,
259410122,259410124,203.0439572394954,False,Аннинское шоссе
259410122,1400157443,153.73591033696232,False,Аннинское шоссе
259410124,1399134177,47.003326239087386,False,Ленинградская улица
259410124,1400157459,30.36757165658704,False,Аннинское шоссе
259410124,259410122,203.04395723949546,False,Аннинское шоссе
259410125,1400157459,59.16155765063722,False,Аннинское шоссе
259410125,1156261677,51.01789542567168,False,улица Дружбы
259410125,1399134158,181.00750495765934,False,Аннинское шоссе
259410129,1399134158,231.42242535558063,False,Аннинское шоссе
259410129,1536657155,294.79916670027217,False,
259410129,835378570,116.93723980397988,False,Аннинское шоссе
259586501,4571464637,226.54518952557285,False,Трамвайный проспект
259688029,259688159,649.8907964264043,True,
259688029,259688159,630.9616375544522,True,проспект Большевиков
259688159,246175,103.05342709399591,True,проспект Большевиков
259688256,10242568386,64.58107557928948,True,проспект Большевиков
259688613,96827498,99.76745028513986,True,проспект Большевиков
259688731,2024822598,26.14039831280924,False,улица Антонова-Овсеенко
259688731,259688613,416.72434768646497,True,
259688731,10242786357,811.3067718757381,False,улица Антонова-Овсеенко
259688733,2024822598,201.65094859893472,True,проспект Большевиков
259688733,259688731,207.5736787283472,True,
259690714,389424573,427.35108337738876,True,проспект Большевиков
259690714,1725518057,438.0042485129656,True,проспект Большевиков
259690833,259690835,93.8819132764467,True,проспект Большевиков
259690833,10242786340,809.9928627688977,False,улица Евдокима Огнева
259690835,259691378,64.28800360849418,True,проспект Большевиков
259691378,95063681,13.964430353051933,False,улица Крыленко
259691378,504901148,50.569462416683855,True,проспект Большевиков
259691378,10242786331,839.4860852159651,False,улица Крыленко
259691483,441940455,12.231070175114837,False,улица Новосёлов
259691483,502621590,307.25975208641233,True,проспект Большевиков
259691483,269273981,1303.8646970120844,False,улица Новосёлов
259874490,1832971291,224.2882877576127,True,
259874490,259874494,206.84449682770546,True,Витебский проспект
259874494,1367089961,655.8031470489116,True,Витебский проспект
259874494,1832996870,519.678759943123,True,
259964356,13095072557,702.5175115456932,False,Новгородский проспект
259964356,13095054586,279.6808958691586,False,Пушкинская улица
259964356,920870488,302.6065288215587,True,Пушкинская улица
259964458,1375824940,849.0019329523221,True,"['Дунайский проспект', 'Дунайский путепровод']"
259964465,259964466,80.77631555796555,True,Дунайский проспект
259964465,1724399762,233.55737153305475,True,Дунайский проспект
259964466,1699395812,391.76857982556214,True,Дунайский проспект
259964467,259964458,104.70136482647473,True,Дунайский проспект
259964467,1724399579,287.77955034629224,True,Дунайский проспект
260395508,260395811,179.75657821825558,True,площадь Искусств
260395811,260395812,85.31969541203503,True,Инженерная улица
260395811,9951048949,206.36112505379302,True,Инженерная улица
260395812,260395820,185.2490701900482,True,площадь Искусств
260395812,4499299605,87.45203657179376,False,Инженерная улица
260395820,21742666,43.067017074651346,True,площадь Искусств
263410096,10242568373,313.24180724964464,False,улица Подвойского
263410096,441109232,267.73559581335854,False,улица Подвойского
263410100,263410096,803.7014895788664,True,улица Белышева
263410100,10242771197,312.10647850915586,True,улица Коллонтай
264570191,1513713365,2660.721517295177,False,
264570191,1437360140,288.139086600722,False,Обуховский путепровод
264570191,249404401,369.84277960119203,False,
267276592,26057756,22.96568436481806,True,
267276592,5865394434,121.55318893468493,True,улица Турку
267276593,267276594,31.550134893332174,False,
267276593,267276592,514.3634720422925,True,улица Турку
267276594,3707241721,261.91614179604574,True,улица Турку
267276594,267276593,31.550134893332174,False,
267638791,267638931,273.07463981755484,False,Караваевский переулок
267638791,1805667272,798.1173004943696,False,Тепловозная улица
267638791,249428530,499.3433782031327,False,Тепловозная улица
267638931,267638791,273.0746398175548,False,Караваевский переулок
267638931,1805667495,172.68573036868528,False,Караваевская улица
267638931,250373420,450.6328401163382,False,Караваевская улица
268228418,1079829223,217.78121469973675,False,Загребский бульвар
268228418,192778830,489.83431081808646,False,Загребский бульвар
268228418,1701090844,485.0188121182493,True,Малая Каштановая аллея
268340995,1701090877,84.78077541183035,True,улица Димитрова
268341001,268340995,297.8680111889549,True,улица Димитрова
268341001,268340995,311.99228301109264,True,
268701446,1834056512,299.9351252506643,True,Малоохтинская набережная
268701446,244326,67.84935053926613,False,Республиканская улица
268703135,371709180,17.673954356206426,True,Московский проспект
268703135,268703136,21.881137058353502,True,
268703136,371709180,25.75677511053644,True,
268703136,633569638,372.9391211460462,False,
268703577,416860579,397.94880141829674,False,"['Бугровая улица', 'улица Володарского', 'дорога на Петро-Славянку']"
268703577,249429193,1117.3548750286025,False,дорога на Петро-Славянку
268703577,12003064075,621.8125589400709,False,4-й Рыбацкий проезд
269273981,95064291,38.789931633994684,True,Дальневосточный проспект
269273981,259691483,1303.8646970120844,False,улица Новосёлов
269273981,206374764,21.184108919946112,False,улица Новосёлов
269274013,10242713821,394.9376930940414,True,Дальневосточный проспект
269274013,10586615319,697.6813227362129,False,переулок Челиева
269274399,95044275,185.68515646482467,True,проспект Обуховской Обороны
269274399,4346008249,653.0011778573502,False,Леснозаводская улица
269274399,9951493603,12.944410002612221,False,
269274536,1657394718,177.20216973986462,False,улица Грибакиных
269274536,22334919,961.5395092632737,False,улица Грибакиных
269274536,249404579,258.7735166022863,False,1-й Рабфаковский переулок
270062082,762680345,28.6841755127899,False,Средний проспект В.О.
270062082,1529898795,175.31884651410869,True,Наличная улица
270062082,21743394,101.77128020290664,False,Средний проспект В.О.
270470485,1032259445,205.48056206356787,False,Парковая улица
270470485,2340468600,928.7378042020698,False,улица Александра Матросова
270470485,1142117168,302.4982199749314,False,Павловское шоссе
270595420,1461057662,9.624346612189644,False,улица Обороны
270595420,270595421,78.77319552481059,False,улица Обороны
270595420,1395316628,314.6616402545119,False,улица Красного Курсанта
270595421,270595746,678.5552427279179,False,Артиллерийская улица
270595421,248812236,596.7256079024332,False,"['Линновский мост', 'Мариинская улица', 'улица Обороны']"
270595421,270595420,78.77319552481057,False,улица Обороны
270595496,1461058179,130.0789240275095,False,улица Луначарского
270595496,1395316628,436.01131387990534,False,улица Красного Курсанта
270595496,498738673,72.47472368104832,True,улица Красного Курсанта
270595496,270595823,142.4860801469905,False,Звериницкая улица
270595496,270595550,75.76714116492685,False,Звериницкая улица
270595550,248812219,72.20209809633553,False,улица Горького
270595550,8769849878,104.76292890737005,False,Звериницкая улица
270595550,270595496,75.76714116492685,False,Звериницкая улица
270595553,8769849878,73.26461557996126,False,улица Декабристов
270595553,270595554,61.16167902490042,False,улица Декабристов
270595553,248812219,103.22897934131223,False,улица Желябова
270595554,270595553,61.16167902490042,False,улица Декабристов
270595554,9689600411,280.846830392597,False,Партизанский переулок
270595554,1832677814,257.68936300445347,False,улица Девятого Января
270595554,7343087646,114.61807817422938,False,улица Девятого Января
270595558,9689600411,3.4948837567508075,False,1-я Краснофлотская улица
270595558,1832677839,115.73806295879851,False,1-я Краснофлотская улица
270595558,270595559,93.67655048489787,False,Партизанский переулок
270595559,270595606,155.67678229506475,False,2-я Краснофлотская улица
270595559,270595560,117.10620069974601,False,Партизанский переулок
270595559,270595558,93.67655048489787,False,Партизанский переулок
270595560,1832677816,163.3547235128747,False,улица Профессора Молчанова
270595560,8148355348,193.59024772544961,False,улица Профессора Молчанова
270595560,1832677830,118.2237915425442,False,Партизанский переулок
270595560,270595559,117.106200699746,False,Партизанский переулок
270595562,1406804690,189.85956010721975,False,улица Анны Зеленовой
270595562,1832677830,160.55534582129158,False,улица Анны Зеленовой
270595562,1406804692,118.4734069251993,False,Краснофлотский переулок
270595562,1832677816,117.2966484611128,False,Краснофлотский переулок
270595606,1832677816,114.51212568793048,False,Краснофлотский переулок
270595606,1832677827,54.299226933592855,False,Краснофлотский переулок
270595606,270595559,155.67678229506475,False,2-я Краснофлотская улица
270595606,1832677809,171.97235820844134,False,2-я Краснофлотская улица
270595742,1406804403,5.495424654590948,False,улица Обороны
270595742,9203539386,18.775819164132756,False,
270595742,2312885597,37.875705778776656,False,
270595746,270595421,678.555242727918,False,Артиллерийская улица
270595823,270595496,142.4860801469905,False,Звериницкая улица
270595823,270596087,542.3165695650989,False,Садовая улица
270595823,270595950,227.7872930516003,False,Садовая улица
270595950,270596018,40.49893139281596,False,Садовая улица
270595950,270595823,227.78729305160027,False,Садовая улица
270596018,270595950,40.49893139281596,False,Садовая улица
270596018,1832624030,390.6716503246257,False,Садовая улица
270596018,7343087646,44.94446710506398,False,улица Девятого Января
270596087,252913843,148.03764153134782,False,Садовая улица
270596087,270595823,542.316569565099,False,Садовая улица
270596087,2329883083,318.3286086638141,False,улица Просвещения
270596326,1031343339,308.69803679269705,False,улица Ломоносова
270596326,304524784,446.0124981339357,False,улица Ломоносова
270596326,946001852,717.2373567235643,False,улица Архитектора Данини
270597286,270597301,169.5271582374312,True,Внуковская улица
270597286,270597300,38.194659797650914,True,
270597300,1384921499,39.27553866312016,True,Внуковская улица
270597301,729791653,134.73713538532078,True,Внуковская улица
270597376,360419292,58.32216450049986,False,Внуковская улица
270597376,3532690378,62.752423455012504,False,Внуковская улица
270597376,245083168,265.6673923259594,False,Домодедовская улица
270597608,270597300,167.33483123457344,True,Внуковская улица
270597608,270597301,32.4157493785408,True,
271427886,9897598166,9.673557602618423,False,
271427886,8418518651,13.998845996010196,False,
271427886,21634003,980.1839362072259,False,
271463269,727830704,659.6066884731605,False,
271463269,1479502597,153.2652555186489,False,
271463269,1343718167,1220.6511393621338,False,
271468223,271468382,334.78420434576157,False,Кормчинская улица
271468223,271468226,134.07939523810242,False,Лагерное шоссе
271468223,1837244290,702.5403455329061,False,Лагерное шоссе
271468226,769093003,301.30896872271035,False,Шереметевский переулок
271468226,271468227,157.4621161585489,False,Лагерное шоссе
271468226,271468223,134.07939523810242,False,Лагерное шоссе
271468227,656699974,67.14599721459972,False,Лагерное шоссе
271468227,769093003,284.5439662159397,False,Садовый переулок
271468227,271468226,157.4621161585489,False,Лагерное шоссе
271468382,271468383,109.22887196472547,False,Кормчинская улица
271468382,271468223,334.7842043457616,False,Кормчинская улица
271468382,1187469636,435.20309868924994,False,улица Победы
271468382,769093003,129.49336396808215,False,улица Победы
271468383,271468398,1363.2076011861586,False,Шлиссельбургское шоссе
271468383,2201407399,41.8607720764478,False,Кормчинская улица
271468383,271468382,109.22887196472547,False,Кормчинская улица
271468398,271468383,1363.2076011861586,False,Шлиссельбургское шоссе
271468398,271468400,617.969269202144,False,Сапёрный переулок
271468398,769262052,828.6210780062377,False,Шлиссельбургское шоссе
271468400,271468401,208.5448537436488,False,Сапёрный переулок
271468400,769262114,209.44243170573537,False,Центральная улица
271468400,271468398,617.9692692021441,False,Сапёрный переулок
271468400,271468551,603.6249277823446,False,Центральная улица
271468401,88110832,124.95909864033798,False,Сапёрный переулок
271468401,271468400,208.5448537436488,False,Сапёрный переулок
271468401,1187418167,293.66868373469936,False,Станционная улица
271468401,769261737,235.86636741733074,False,Станционная улица
271468521,1187469526,138.0532355502778,False,улица Победы
271468521,88030435,319.4171062370676,False,
271468521,12311471774,101.57417063063734,False,
271468551,271468400,603.6249277823446,False,Центральная улица
271959440,649531511,192.5703425249304,False,Стахановская улица
271959440,12169537691,407.8501234267088,True,улица Вавилова
271959440,304199302,329.4073395437818,False,Стахановская улица
271959442,271959440,297.47308022034633,True,улица Вавилова
271959442,411434947,129.59226227151535,False,Павловская улица
271959442,245968885,128.57245784452454,False,Павловская улица
271959583,3133945507,248.66098201449972,False,Адмиралтейская улица
271960083,442078528,573.6399711818981,False,улица Максима Горького
271960083,442079369,95.24557848960603,False,Плановая улица
271960083,1164314829,142.54668240232542,False,Плановая улица
271960085,271960087,113.22144902363831,False,Плановая улица
271960085,442079112,102.53114109337632,False,Плановая улица
271960087,432440191,300.0992551451636,False,Железнодорожная улица
271960087,7110993830,637.6963015570437,True,Станционная улица
271960087,271960085,113.22144902363831,False,Плановая улица
271960093,1896409306,319.1005174502657,False,"['Центральный проезд', 'Центральная улица']"
271960093,432440191,121.0375572117309,False,Железнодорожная улица
271960093,431288753,181.9739271202577,False,Центральная улица
271960102,431259338,159.24971111201089,False,Центральный проезд
271960102,431264286,686.6306647213187,False,дорога на Металлострой
271960102,1896409306,1011.8280403647652,False,Центральный проезд
271960102,432473216,689.8796488900915,False,дорога на Металлострой
271984373,735168973,722.088743719324,False,Дальневосточный проспект
272907231,272907232,66.41228757874026,False,Сосновая улица
272907231,60080998,178.44491074387076,False,Колпинская улица
272907231,304156580,374.05420109045536,False,Колпинская улица
272907232,304156583,86.942698372498,False,Сосновая улица
272907232,1162122219,106.72775065873061,False,Строительная улица
272907232,304156586,88.55554172810439,False,Строительная улица
272907232,272907231,66.41228757874026,False,Сосновая улица
272907234,272907235,88.15273827383842,False,Садовая улица
272907234,1162122219,270.1908358447662,False,Строительная улица
272907234,304156580,66.82431860594319,False,Садовая улица
272907235,272907234,88.15273827383842,False,Садовая улица
272907235,1162127912,273.0004365861171,False,Зелёная улица
272907235,304156582,134.25795356028095,False,Зелёная улица
272907235,1839136048,77.88952704777114,False,Садовая улица
272907238,272907239,85.8673233625604,False,Сосновая улица
272907238,304156583,66.73963038724935,False,Сосновая улица
272907238,2453579480,316.1232448243407,False,Овражная улица
272907238,1839136048,378.032152918294,False,Овражная улица
272907239,272907238,85.8673233625604,False,Сосновая улица
272907239,457069217,304.507376087415,False,Зареченская улица
272907239,304156579,397.50236900633604,False,Зареченская улица
272907251,4371271323,35.18378027002612,False,Фанерная улица
272907251,1839136058,155.32104405854778,False,Станционная улица
272907251,454988358,104.45091346414321,False,Станционная улица
272907251,454988371,58.58259330150567,False,Фанерная улица
272907254,455547084,27.48962254600753,False,Фанерная улица
272907254,272907257,170.91183549143608,False,Фанерная улица
272907254,455541900,511.28118827561593,False,улица Александра Товпеко
272907257,272907254,170.91183549143608,False,Фанерная улица
272907257,1162344831,816.3262363377543,False,Заводская улица
272907257,6961460335,437.3970366719701,False,улица Пролетарской Победы
272907257,454964100,404.1614139877689,False,Петрозаводское шоссе
275055574,258913,74.17665975161823,True,Среднеохтинский проспект
275055574,1897681278,100.76033711466081,False,Гусева улица
275055574,395013158,12.329435544410334,False,Гусева улица
275058125,275058145,24.62534374065062,True,Архивная улица
275058125,933100661,29.71752709743294,True,Дальневосточный проспект
275058145,933100661,27.24775375785728,True,Архивная улица
275058145,8124507873,831.6864223386361,False,Архивная улица
275058587,269273981,45.39093533589496,True,Дальневосточный проспект
275058604,275058587,159.12650294401556,True,Дальневосточный проспект
275058604,275058587,164.35656256798487,True,
275058614,323253021,492.429217229576,True,
275058614,323253021,484.17207842179647,True,Народная улица
275058688,6479133534,198.5131287456514,True,Паткановская улица
275058688,330126009,666.6755310630664,False,Паткановская улица
275058885,1677903532,12.029120972472208,True,Русановская улица
275058885,10593936,480.5012773596705,True,Октябрьская набережная
275059491,275059532,117.6709323376821,False,Новая улица
275059491,88028456,28.244444602300778,False,Петрозаводское шоссе
275059491,88028459,633.3925712996274,False,Петрозаводское шоссе
275059532,275059533,145.84955272708214,False,Социалистическая улица
275059532,275059491,117.6709323376821,False,Новая улица
275059533,432463683,156.13721442871739,False,
275059533,275059532,145.84955272708214,False,Социалистическая улица
275059533,275059535,457.66581338061775,True,Социалистическая улица
275059535,454947331,164.6187795944809,False,Социалистическая улица
275059535,432463791,163.63456779003755,False,Славянская дорога
275059535,88028459,88.9515132135791,False,Славянская дорога
275059566,275059652,55.41159467587001,False,
275059566,275059572,194.69544515528239,False,
275059566,275059532,616.2618238028917,True,Социалистическая улица
275059572,88028456,490.4145785591309,False,Петрозаводское шоссе
275059572,431388529,183.00424416287615,False,Петрозаводское шоссе
275059572,275059566,194.6954451552824,False,
275059652,275059566,55.41159467587001,False,
275059652,454946013,177.25255145912558,False,
275059654,454945564,87.60779049118918,False,Воинский переулок
275059654,275059678,177.6796233695907,False,Воинский переулок
275059654,275059655,301.547260926945,False,Социалистическая улица
275059654,275059652,308.5071535701952,True,Социалистическая улица
275059655,432439909,168.88998352823106,False,Садовая улица
275059655,275059654,301.547260926945,False,Социалистическая улица
275059655,1845073109,177.2641562665475,False,Садовая улица
275059678,275059654,177.6796233695907,False,Воинский переулок
275059678,454946013,309.16330974957884,True,Шлиссельбургское шоссе
275059678,432439909,307.27938082001157,False,Шлиссельбургское шоссе
275059788,432439880,160.49406528533117,False,улица Полины Осипенко
275059788,454855882,57.54980745653399,True,Социалистическая улица
275059788,2462460684,165.01825374996014,False,улица Полины Осипенко
275059789,1845072133,77.32086605031262,False,улица Богайчука
275059789,2437079473,59.050248205733986,False,Полевая улица
