id,lat,lon
306874,59.9404941,30.2394238
306880,59.9398023,30.2369651
306895,59.9387343,30.218809
306919,59.9342194,30.2440675
306923,59.9335996,30.2409444
306924,59.9334929,30.2393463
306925,59.9339175,30.2391246
306927,59.9379018,30.2240261
306930,59.9331029,30.2244337
306934,59.9333108,30.2277496
306960,59.9339875,30.2351036
306967,59.9333741,30.235396
306968,59.933405,30.2359464
307001,59.9331526,30.2540627
307010,59.9295016,30.258939
307012,59.9318206,30.2611133
307052,59.9222379,30.2520787
307054,59.9261121,30.2557522
307055,59.9262291,30.2403596
307084,59.9280092,30.2643462
307087,59.9286813,30.2684442
307090,59.9298949,30.2702794
307111,59.9266399,30.3056137
307139,59.9268371,30.3081385
307155,59.9288741,30.3153398
307225,59.9146567,30.3223002
307226,59.9142815,30.3209788
307236,59.9090611,30.3142154
307268,59.9119737,30.3487835
307272,59.9173132,30.3521168
307279,59.9211918,30.3546045
307284,59.9193621,30.3534286
307286,59.9137441,30.3596966
307292,59.9199531,30.3502902
307293,59.9218773,30.3438133
307299,59.9259745,30.3498263
307305,59.9230443,30.3417013
307316,59.9280703,30.3475074
307319,59.9310795,30.3506054
307372,59.9371528,30.3273155
307400,59.9388209,30.3259547
307408,59.9427124,30.3453339
307412,59.9380554,30.3416776
307413,59.9380206,30.3395269
307422,59.9428699,30.3486385
307434,59.9430014,30.411774
307453,59.9380016,30.4085189
307535,59.9432318,30.3779642
307536,59.942356,30.3636716
307544,59.9424855,30.355429
307548,59.9425655,30.3523801
307561,59.9445111,30.3810649
307570,59.943733,30.3780061
307602,59.9453868,30.3827278
307611,59.9444248,30.3973804
308190,59.9411299,30.3007187
308191,59.9412491,30.3011193
308202,59.9434461,30.3008506
308203,59.9430143,30.2990515
308205,59.9429263,30.2987112
308206,59.9434657,30.2981045
308207,59.9431357,30.2969061
308223,59.9368571,30.28928
308224,59.9384244,30.2874204
308225,59.9376843,30.2849483
308226,59.9389475,30.2834816
308228,59.9396796,30.2859719
308229,59.9404289,30.288518
308230,59.940799,30.2897829
308237,59.936279,30.2865398
308238,59.9345483,30.295086
308258,59.9350841,30.2676533
308259,59.9358362,30.2701618
308260,59.9373201,30.2751945
308261,59.936721,30.275888
308274,59.9380438,30.2777345
308285,59.9386985,30.2634062
308348,59.8758023,30.3134176
308356,59.875948,30.3283712
308358,59.8760712,30.336399
308379,59.8779838,30.3488829
308401,59.8781885,30.3491571
308402,59.8785936,30.3487806
308455,59.8657772,30.3569279
308476,59.8525946,30.3641673
308500,59.8756757,30.3058406
309101,59.9295962,30.2371424
309105,59.9296574,30.2376413
314869,59.8854968,30.3446833
314931,59.9050415,30.3381173
314997,59.9097515,30.3472922
315027,59.9058165,30.3787355
315281,59.9452283,30.348785
315283,59.9479374,30.3489222
315287,59.9440659,30.3487074
320325,59.9324892,30.2213061
324898,59.8456803,30.3167718
324904,59.8514303,30.3066386
324918,59.84423,30.2777224
324934,59.9262807,30.310828
324938,59.9144895,30.3073628
324939,59.9152092,30.3073888
324941,59.9122818,30.3072787
324946,59.9115595,30.3072565
